;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/09/2021 20:39:39
;----------------------------------------------

;Address Opcode 	ASM
0x051E	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,1098 :: 		
0x051F	0x0DF8      	RLF        R8, 1
;__Lib_MathDouble.c,1099 :: 		
0x0520	0x01F8      	CLRF       R8
;__Lib_MathDouble.c,1101 :: 		
0x0521	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,1102 :: 		
0x0522	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,1103 :: 		
0x0523	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,1104 :: 		
0x0524	0x2D2F      	GOTO       SHIFT3232UOK
;__Lib_MathDouble.c,1105 :: 		
TSHIFT3232U:
;__Lib_MathDouble.c,1106 :: 		
0x0525	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,1107 :: 		
0x0526	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1108 :: 		
0x0527	0x2D2F      	GOTO       SHIFT3232UOK
;__Lib_MathDouble.c,1109 :: 		
SHIFT3232U:
;__Lib_MathDouble.c,1110 :: 		
0x0528	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,1111 :: 		
0x0529	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,1112 :: 		
0x052A	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,1113 :: 		
0x052B	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,1114 :: 		
0x052C	0x0CF8      	RRF        R8, 1
;__Lib_MathDouble.c,1115 :: 		
0x052D	0x0BF3      	DECFSZ     R3, 1
;__Lib_MathDouble.c,1116 :: 		
0x052E	0x2D28      	GOTO       SHIFT3232U
;__Lib_MathDouble.c,1117 :: 		
SHIFT3232UOK:
;__Lib_MathDouble.c,1118 :: 		
0x052F	0x1B7B      	BTFSC      R11, 6
;__Lib_MathDouble.c,1119 :: 		
0x0530	0x1C78      	BTFSS      R8, 0
;__Lib_MathDouble.c,1120 :: 		
0x0531	0x2D3D      	GOTO       INT3232UOK
;__Lib_MathDouble.c,1121 :: 		
0x0532	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,1122 :: 		
0x0533	0x2D3D      	GOTO       INT3232UOK
;__Lib_MathDouble.c,1123 :: 		
0x0534	0x0AF8      	INCF       R8, 1
;__Lib_MathDouble.c,1124 :: 		
0x0535	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1125 :: 		
0x0536	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,1126 :: 		
0x0537	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1127 :: 		
0x0538	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,1128 :: 		
0x0539	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1129 :: 		
0x053A	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,1130 :: 		
0x053B	0x1BF2      	BTFSC      R2, 7
;__Lib_MathDouble.c,1131 :: 		
0x053C	0x2D5D      	GOTO       JPLSETIOV3224
;__Lib_MathDouble.c,1132 :: 		
INT3232UOK:
;__Lib_MathDouble.c,1133 :: 		
0x053D	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,1134 :: 		
0x053E	0x2D60      	GOTO       INT3232UEOK
;__Lib_MathDouble.c,1136 :: 		
0x053F	0x09F2      	COMF       R2, 1
;__Lib_MathDouble.c,1137 :: 		
0x0540	0x09F1      	COMF       R1, 1
;__Lib_MathDouble.c,1138 :: 		
0x0541	0x09F0      	COMF       R0, 1
;__Lib_MathDouble.c,1139 :: 		
0x0542	0x09F8      	COMF       R8, 1
;__Lib_MathDouble.c,1140 :: 		
0x0543	0x0AF8      	INCF       R8, 1
;__Lib_MathDouble.c,1141 :: 		
0x0544	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1142 :: 		
0x0545	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,1143 :: 		
0x0546	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1144 :: 		
0x0547	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,1145 :: 		
0x0548	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1146 :: 		
0x0549	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,1147 :: 		
0x054A	0x2D60      	GOTO       INT3232UEOK
;__Lib_MathDouble.c,1149 :: 		
0x054B	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,1150 :: 		
0x054C	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,1151 :: 		
0x054D	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,1152 :: 		
0x054E	0x01F8      	CLRF       R8
;__Lib_MathDouble.c,1153 :: 		
0x054F	0x2D60      	GOTO       INT3232UEOK
;__Lib_MathDouble.c,1154 :: 		
SETIOV32U:
;__Lib_MathDouble.c,1155 :: 		
0x0550	0x147B      	BSF        R11, 0
;__Lib_MathDouble.c,1156 :: 		
0x0551	0x1FFB      	BTFSS      R11, 7
;__Lib_MathDouble.c,1157 :: 		
0x0552	0x2D63      	GOTO       INT3232UEER
;__Lib_MathDouble.c,1159 :: 		
0x0553	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,1160 :: 		
0x0554	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,1161 :: 		
0x0555	0x2D63      	GOTO       INT3232UEER
;__Lib_MathDouble.c,1162 :: 		
0x0556	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,1163 :: 		
0x0557	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,1164 :: 		
0x0558	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,1165 :: 		
0x0559	0x00F8      	MOVWF      R8
;__Lib_MathDouble.c,1166 :: 		
0x055A	0x0DFA      	RLF        R10, 1
;__Lib_MathDouble.c,1167 :: 		
0x055B	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,1168 :: 		
0x055C	0x2D63      	GOTO       INT3232UEER
;__Lib_MathDouble.c,1169 :: 		
JPLSETIOV3224:
;__Lib_MathDouble.c,1170 :: 		
0x055D	0x3001      	MOVLW      1
;__Lib_MathDouble.c,1171 :: 		
0x055E	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1172 :: 		
0x055F	0x2D65      	GOTO       INT3232UEEE
;__Lib_MathDouble.c,1173 :: 		
INT3232UEOK:
;__Lib_MathDouble.c,1174 :: 		
0x0560	0x3000      	MOVLW      0
;__Lib_MathDouble.c,1175 :: 		
0x0561	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1176 :: 		
0x0562	0x2D65      	GOTO       INT3232UEEE
;__Lib_MathDouble.c,1177 :: 		
INT3232UEER:
;__Lib_MathDouble.c,1178 :: 		
0x0563	0x30FF      	MOVLW      255
;__Lib_MathDouble.c,1179 :: 		
0x0564	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,1180 :: 		
INT3232UEEE:
;__Lib_MathDouble.c,1183 :: 		
0x0565	0x08FC      	MOVF       R12, 1
;__Lib_MathDouble.c,1185 :: 		
0x0566	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,1186 :: 		
0x0567	0x2D69      	GOTO       L_Double2Longword_0
;__Lib_MathDouble.c,1188 :: 		
0x0568	0x2116      	CALL       _SETIOV3224
;__Lib_MathDouble.c,1191 :: 		
L_Double2Longword_0:
;__Lib_MathDouble.c,1192 :: 		
0x0569	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,1193 :: 		
0x056A	0x00F3      	MOVWF      R3
;__Lib_MathDouble.c,1194 :: 		
0x056B	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,1195 :: 		
0x056C	0x00F2      	MOVWF      R2
;__Lib_MathDouble.c,1196 :: 		
0x056D	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,1197 :: 		
0x056E	0x00F1      	MOVWF      R1
;__Lib_MathDouble.c,1198 :: 		
0x056F	0x0878      	MOVF       R8, 0
;__Lib_MathDouble.c,1199 :: 		
0x0570	0x00F0      	MOVWF      R0
;__Lib_MathDouble.c,1202 :: 		
L_end_double2longword:
0x0571	0x0008      	RETURN
; end of _double2longword
_CustomChar:
;MyProject.c,267 :: 		void CustomChar(char pos_row, char pos_char)  //função gerada pelo mikroC para imprimir caracteres especiais
;MyProject.c,270 :: 		Lcd_Cmd(64);
0x0572	0x3040      	MOVLW      64
0x0573	0x1683      	BSF        STATUS, 5
0x0574	0x1303      	BCF        STATUS, 6
0x0575	0x00A0      	MOVWF      FARG_Lcd_Cmd_out_char
0x0576	0x20AB      	CALL       _Lcd_Cmd
;MyProject.c,271 :: 		for (i = 0; i<=7; i++) Lcd_Chr_CP(character[i]);
0x0577	0x01EA      	CLRF       CustomChar_i_L0
L_CustomChar24:
0x0578	0x086A      	MOVF       CustomChar_i_L0, 0
0x0579	0x3C07      	SUBLW      7
0x057A	0x1C03      	BTFSS      STATUS, 0
0x057B	0x2D8E      	GOTO       L_CustomChar25
0x057C	0x086A      	MOVF       CustomChar_i_L0, 0
0x057D	0x3EA3      	ADDLW      _character
0x057E	0x00F0      	MOVWF      R0
0x057F	0x3007      	MOVLW      hi_addr(_character)
0x0580	0x1803      	BTFSC      STATUS, 0
0x0581	0x3E01      	ADDLW      1
0x0582	0x00F1      	MOVWF      R0+1
0x0583	0x0870      	MOVF       R0, 0
0x0584	0x00CE      	MOVWF      ___DoICPAddr
0x0585	0x0871      	MOVF       R0+1, 0
0x0586	0x00CF      	MOVWF      ___DoICPAddr+1
0x0587	0x210F      	CALL       _____DoICP
0x0588	0x118A      	BCF        PCLATH, 3
0x0589	0x120A      	BCF        PCLATH, 4
0x058A	0x00ED      	MOVWF      FARG_Lcd_Chr_CP_out_char
0x058B	0x2106      	CALL       _Lcd_Chr_CP
0x058C	0x0AEA      	INCF       CustomChar_i_L0, 1
0x058D	0x2D78      	GOTO       L_CustomChar24
L_CustomChar25:
;MyProject.c,272 :: 		Lcd_Cmd(_LCD_RETURN_HOME);
0x058E	0x3002      	MOVLW      2
0x058F	0x1683      	BSF        STATUS, 5
0x0590	0x00A0      	MOVWF      FARG_Lcd_Cmd_out_char
0x0591	0x20AB      	CALL       _Lcd_Cmd
;MyProject.c,273 :: 		Lcd_Chr(pos_row, pos_char, 0);
0x0592	0x0868      	MOVF       FARG_CustomChar_pos_row, 0
0x0593	0x00ED      	MOVWF      FARG_Lcd_Chr_row
0x0594	0x0869      	MOVF       FARG_CustomChar_pos_char, 0
0x0595	0x00EE      	MOVWF      FARG_Lcd_Chr_column
0x0596	0x01EF      	CLRF       FARG_Lcd_Chr_out_char
0x0597	0x2324      	CALL       _Lcd_Chr
;MyProject.c,274 :: 		}
L_end_CustomChar:
0x0598	0x0008      	RETURN
; end of _CustomChar
_Mul_32x32_FP:
;__Lib_MathDouble.c,610 :: 		
;__Lib_MathDouble.c,622 :: 		
;__Lib_MathDouble.c,624 :: 		
0x0599	0x1283      	BCF        STATUS, 5
;__Lib_MathDouble.c,625 :: 		
0x059A	0x1303      	BCF        STATUS, 6
;__Lib_MathDouble.c,627 :: 		
0x059B	0x01FB      	CLRF       R11
;__Lib_MathDouble.c,628 :: 		
0x059C	0x0873      	MOVF       R3, 0
;__Lib_MathDouble.c,629 :: 		
0x059D	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,630 :: 		
0x059E	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,631 :: 		
0x059F	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,632 :: 		
0x05A0	0x2DF0      	GOTO       JPMRES032
;__Lib_MathDouble.c,634 :: 		
0x05A1	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,635 :: 		
0x05A2	0x0676      	XORWF      R6, 0
;__Lib_MathDouble.c,636 :: 		
0x05A3	0x00FA      	MOVWF      R10
;__Lib_MathDouble.c,637 :: 		
0x05A4	0x0877      	MOVF       R7, 0
;__Lib_MathDouble.c,638 :: 		
0x05A5	0x07F3      	ADDWF      R3, 1
;__Lib_MathDouble.c,639 :: 		
0x05A6	0x307E      	MOVLW      126
;__Lib_MathDouble.c,640 :: 		
0x05A7	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,641 :: 		
0x05A8	0x2DAD      	GOTO       MTUN32
;__Lib_MathDouble.c,642 :: 		
0x05A9	0x02F3      	SUBWF      R3, 1
;__Lib_MathDouble.c,643 :: 		
0x05AA	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,644 :: 		
0x05AB	0x2DF3      	GOTO       JPMSETFOV32
;__Lib_MathDouble.c,645 :: 		
0x05AC	0x2DB0      	GOTO       MOK32
;__Lib_MathDouble.c,646 :: 		
MTUN32:
;__Lib_MathDouble.c,647 :: 		
0x05AD	0x02F3      	SUBWF      R3, 1
;__Lib_MathDouble.c,648 :: 		
0x05AE	0x1C03      	BTFSS      STATUS, 0
;__Lib_MathDouble.c,649 :: 		
0x05AF	0x2DF6      	GOTO       JPMSETFUN32
;__Lib_MathDouble.c,650 :: 		
MOK32:
;__Lib_MathDouble.c,651 :: 		
0x05B0	0x0872      	MOVF       R2, 0
;__Lib_MathDouble.c,652 :: 		
0x05B1	0x00F8      	MOVWF      R8
;__Lib_MathDouble.c,653 :: 		
0x05B2	0x0871      	MOVF       R1, 0
;__Lib_MathDouble.c,654 :: 		
0x05B3	0x00FC      	MOVWF      R12
;__Lib_MathDouble.c,655 :: 		
0x05B4	0x0870      	MOVF       R0, 0
;__Lib_MathDouble.c,656 :: 		
0x05B5	0x00FD      	MOVWF      R13
;__Lib_MathDouble.c,657 :: 		
0x05B6	0x17F8      	BSF        R8, 7
;__Lib_MathDouble.c,658 :: 		
0x05B7	0x17F6      	BSF        R6, 7
;__Lib_MathDouble.c,659 :: 		
0x05B8	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,660 :: 		
0x05B9	0x01F2      	CLRF       R2
;__Lib_MathDouble.c,661 :: 		
0x05BA	0x01F1      	CLRF       R1
;__Lib_MathDouble.c,662 :: 		
0x05BB	0x01F0      	CLRF       R0
;__Lib_MathDouble.c,663 :: 		
0x05BC	0x3018      	MOVLW      24
;__Lib_MathDouble.c,664 :: 		
0x05BD	0x00A1      	MOVWF      __math_tempbD
;__Lib_MathDouble.c,665 :: 		
MLOOP32:
;__Lib_MathDouble.c,666 :: 		
0x05BE	0x1C7D      	BTFSS      R13, 0
;__Lib_MathDouble.c,667 :: 		
0x05BF	0x2DCA      	GOTO       MNOADD32
;__Lib_MathDouble.c,669 :: 		
0x05C0	0x0874      	MOVF       R4, 0
;__Lib_MathDouble.c,670 :: 		
0x05C1	0x07F0      	ADDWF      R0, 1
;__Lib_MathDouble.c,671 :: 		
0x05C2	0x0875      	MOVF       R5, 0
;__Lib_MathDouble.c,672 :: 		
0x05C3	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,673 :: 		
0x05C4	0x0F75      	INCFSZ     R5, 0
;__Lib_MathDouble.c,674 :: 		
0x05C5	0x07F1      	ADDWF      R1, 1
;__Lib_MathDouble.c,675 :: 		
0x05C6	0x0876      	MOVF       R6, 0
;__Lib_MathDouble.c,676 :: 		
0x05C7	0x1803      	BTFSC      STATUS, 0
;__Lib_MathDouble.c,677 :: 		
0x05C8	0x0F76      	INCFSZ     R6, 0
;__Lib_MathDouble.c,678 :: 		
0x05C9	0x07F2      	ADDWF      R2, 1
;__Lib_MathDouble.c,679 :: 		
MNOADD32:
;__Lib_MathDouble.c,680 :: 		
0x05CA	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,681 :: 		
0x05CB	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,682 :: 		
0x05CC	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,683 :: 		
0x05CD	0x0CF8      	RRF        R8, 1
;__Lib_MathDouble.c,684 :: 		
0x05CE	0x0CFC      	RRF        R12, 1
;__Lib_MathDouble.c,685 :: 		
0x05CF	0x0CFD      	RRF        R13, 1
;__Lib_MathDouble.c,686 :: 		
0x05D0	0x1003      	BCF        STATUS, 0
;__Lib_MathDouble.c,687 :: 		
0x05D1	0x0BA1      	DECFSZ     __math_tempbD, 1
;__Lib_MathDouble.c,688 :: 		
0x05D2	0x2DBE      	GOTO       MLOOP32
;__Lib_MathDouble.c,689 :: 		
0x05D3	0x1BF2      	BTFSC      R2, 7
;__Lib_MathDouble.c,690 :: 		
0x05D4	0x2DDA      	GOTO       MROUND32
;__Lib_MathDouble.c,691 :: 		
0x05D5	0x0DF8      	RLF        R8, 1
;__Lib_MathDouble.c,692 :: 		
0x05D6	0x0DF0      	RLF        R0, 1
;__Lib_MathDouble.c,693 :: 		
0x05D7	0x0DF1      	RLF        R1, 1
;__Lib_MathDouble.c,694 :: 		
0x05D8	0x0DF2      	RLF        R2, 1
;__Lib_MathDouble.c,695 :: 		
0x05D9	0x03F3      	DECF       R3, 1
;__Lib_MathDouble.c,696 :: 		
MROUND32:
;__Lib_MathDouble.c,697 :: 		
0x05DA	0x1B7B      	BTFSC      R11, 6
;__Lib_MathDouble.c,698 :: 		
0x05DB	0x1C70      	BTFSS      R0, 0
;__Lib_MathDouble.c,699 :: 		
0x05DC	0x2DEC      	GOTO       MUL32OK
;__Lib_MathDouble.c,700 :: 		
0x05DD	0x1FF8      	BTFSS      R8, 7
;__Lib_MathDouble.c,701 :: 		
0x05DE	0x2DEC      	GOTO       MUL32OK
;__Lib_MathDouble.c,702 :: 		
0x05DF	0x0AF0      	INCF       R0, 1
;__Lib_MathDouble.c,703 :: 		
0x05E0	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,704 :: 		
0x05E1	0x0AF1      	INCF       R1, 1
;__Lib_MathDouble.c,705 :: 		
0x05E2	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,706 :: 		
0x05E3	0x0AF2      	INCF       R2, 1
;__Lib_MathDouble.c,707 :: 		
0x05E4	0x1D03      	BTFSS      STATUS, 2
;__Lib_MathDouble.c,708 :: 		
0x05E5	0x2DEC      	GOTO       MUL32OK
;__Lib_MathDouble.c,709 :: 		
0x05E6	0x0CF2      	RRF        R2, 1
;__Lib_MathDouble.c,710 :: 		
0x05E7	0x0CF1      	RRF        R1, 1
;__Lib_MathDouble.c,711 :: 		
0x05E8	0x0CF0      	RRF        R0, 1
;__Lib_MathDouble.c,712 :: 		
0x05E9	0x0AF3      	INCF       R3, 1
;__Lib_MathDouble.c,713 :: 		
0x05EA	0x1903      	BTFSC      STATUS, 2
;__Lib_MathDouble.c,714 :: 		
0x05EB	0x2DF3      	GOTO       JPMSETFOV32
;__Lib_MathDouble.c,715 :: 		
MUL32OK:
;__Lib_MathDouble.c,716 :: 		
0x05EC	0x1FFA      	BTFSS      R10, 7
;__Lib_MathDouble.c,717 :: 		
0x05ED	0x13F2      	BCF        R2, 7
;__Lib_MathDouble.c,718 :: 		
0x05EE	0x3000      	MOVLW      0
;__Lib_MathDouble.c,720 :: 		
0x05EF	0x2DF8      	GOTO       MUL32EEE
;__Lib_MathDouble.c,721 :: 		
JPMRES032:
;__Lib_MathDouble.c,722 :: 		
0x05F0	0x3001      	MOVLW      1
;__Lib_MathDouble.c,725 :: 		
0x05F1	0x2084      	CALL       _RES032
;__Lib_MathDouble.c,727 :: 		
0x05F2	0x2DF8      	GOTO       MUL32EEE
;__Lib_MathDouble.c,728 :: 		
JPMSETFOV32:
;__Lib_MathDouble.c,729 :: 		
0x05F3	0x3002      	MOVLW      2
;__Lib_MathDouble.c,732 :: 		
0x05F4	0x209F      	CALL       _SETFOV32
;__Lib_MathDouble.c,734 :: 		
0x05F5	0x2DF8      	GOTO       MUL32EEE
;__Lib_MathDouble.c,735 :: 		
JPMSETFUN32:
;__Lib_MathDouble.c,736 :: 		
0x05F6	0x3004      	MOVLW      4
;__Lib_MathDouble.c,739 :: 		
0x05F7	0x208B      	CALL       _SETFUN32
;__Lib_MathDouble.c,741 :: 		
MUL32EEE:
;__Lib_MathDouble.c,742 :: 		
0x05F8	0x0000      	NOP
;__Lib_MathDouble.c,749 :: 		
L_end_Mul_32x32_FP:
0x05F9	0x0008      	RETURN
; end of _Mul_32x32_FP
_Fahrenheit:
;MyProject.c,231 :: 		void Fahrenheit()
;MyProject.c,233 :: 		store = average_temp();                       //atribui a média de 100 medidas à variável store
0x05FA	0x2423      	CALL       _average_temp
0x05FB	0x0870      	MOVF       R0, 0
0x05FC	0x00CA      	MOVWF      _store
0x05FD	0x0871      	MOVF       R0+1, 0
0x05FE	0x00CB      	MOVWF      _store+1
0x05FF	0x0872      	MOVF       R0+2, 0
0x0600	0x00CC      	MOVWF      _store+2
0x0601	0x0873      	MOVF       R0+3, 0
0x0602	0x00CD      	MOVWF      _store+3
;MyProject.c,234 :: 		t_Celsius = (store*vdd*factor)/ad_resolution; //converte o valor para escala Celsius
0x0603	0x3005      	MOVLW      5
0x0604	0x00F4      	MOVWF      R4
0x0605	0x01F5      	CLRF       R4+1
0x0606	0x01F6      	CLRF       R4+2
0x0607	0x01F7      	CLRF       R4+3
0x0608	0x24B0      	CALL       _Mul_32x32_U
0x0609	0x3064      	MOVLW      100
0x060A	0x00F4      	MOVWF      R4
0x060B	0x01F5      	CLRF       R4+1
0x060C	0x01F6      	CLRF       R4+2
0x060D	0x01F7      	CLRF       R4+3
0x060E	0x24B0      	CALL       _Mul_32x32_U
0x060F	0x0870      	MOVF       R0, 0
0x0610	0x00E4      	MOVWF      FLOC__Fahrenheit+8
0x0611	0x0871      	MOVF       R0+1, 0
0x0612	0x00E5      	MOVWF      FLOC__Fahrenheit+9
0x0613	0x0872      	MOVF       R0+2, 0
0x0614	0x00E6      	MOVWF      FLOC__Fahrenheit+10
0x0615	0x0873      	MOVF       R0+3, 0
0x0616	0x00E7      	MOVWF      FLOC__Fahrenheit+11
0x0617	0x30FF      	MOVLW      255
0x0618	0x00F4      	MOVWF      R4
0x0619	0x3003      	MOVLW      3
0x061A	0x00F5      	MOVWF      R4+1
0x061B	0x01F6      	CLRF       R4+2
0x061C	0x01F7      	CLRF       R4+3
0x061D	0x0864      	MOVF       FLOC__Fahrenheit+8, 0
0x061E	0x00F0      	MOVWF      R0
0x061F	0x0865      	MOVF       FLOC__Fahrenheit+9, 0
0x0620	0x00F1      	MOVWF      R0+1
0x0621	0x0866      	MOVF       FLOC__Fahrenheit+10, 0
0x0622	0x00F2      	MOVWF      R0+2
0x0623	0x0867      	MOVF       FLOC__Fahrenheit+11, 0
0x0624	0x00F3      	MOVWF      R0+3
0x0625	0x2152      	CALL       _Div_32x32_U
0x0626	0x0870      	MOVF       R0, 0
0x0627	0x00C6      	MOVWF      _t_Celsius
0x0628	0x0871      	MOVF       R0+1, 0
0x0629	0x00C7      	MOVWF      _t_Celsius+1
0x062A	0x0872      	MOVF       R0+2, 0
0x062B	0x00C8      	MOVWF      _t_Celsius+2
0x062C	0x0873      	MOVF       R0+3, 0
0x062D	0x00C9      	MOVWF      _t_Celsius+3
;MyProject.c,236 :: 		t_Fahrenheit = (t_Celsius*1.8)+32;            //converte temperatura em Celsius para Fahrenheit
0x062E	0x249C      	CALL       _longword2double
0x062F	0x3066      	MOVLW      102
0x0630	0x00F4      	MOVWF      R4
0x0631	0x3066      	MOVLW      102
0x0632	0x00F5      	MOVWF      R4+1
0x0633	0x3066      	MOVLW      102
0x0634	0x00F6      	MOVWF      R4+2
0x0635	0x307F      	MOVLW      127
0x0636	0x00F7      	MOVWF      R4+3
0x0637	0x2599      	CALL       _Mul_32x32_FP
0x0638	0x3000      	MOVLW      0
0x0639	0x00F4      	MOVWF      R4
0x063A	0x3000      	MOVLW      0
0x063B	0x00F5      	MOVWF      R4+1
0x063C	0x3000      	MOVLW      0
0x063D	0x00F6      	MOVWF      R4+2
0x063E	0x3084      	MOVLW      132
0x063F	0x00F7      	MOVWF      R4+3
0x0640	0x2383      	CALL       _Add_32x32_FP
0x0641	0x24E7      	CALL       _double2longword
0x0642	0x0870      	MOVF       R0, 0
0x0643	0x00DC      	MOVWF      FLOC__Fahrenheit
0x0644	0x0871      	MOVF       R0+1, 0
0x0645	0x00DD      	MOVWF      FLOC__Fahrenheit+1
0x0646	0x0872      	MOVF       R0+2, 0
0x0647	0x00DE      	MOVWF      FLOC__Fahrenheit+2
0x0648	0x0873      	MOVF       R0+3, 0
0x0649	0x00DF      	MOVWF      FLOC__Fahrenheit+3
0x064A	0x085C      	MOVF       FLOC__Fahrenheit, 0
0x064B	0x00D2      	MOVWF      _t_Fahrenheit
0x064C	0x085D      	MOVF       FLOC__Fahrenheit+1, 0
0x064D	0x00D3      	MOVWF      _t_Fahrenheit+1
0x064E	0x085E      	MOVF       FLOC__Fahrenheit+2, 0
0x064F	0x00D4      	MOVWF      _t_Fahrenheit+2
0x0650	0x085F      	MOVF       FLOC__Fahrenheit+3, 0
0x0651	0x00D5      	MOVWF      _t_Fahrenheit+3
;MyProject.c,240 :: 		dezena = t_Fahrenheit/10;
0x0652	0x300A      	MOVLW      10
0x0653	0x00F4      	MOVWF      R4
0x0654	0x01F5      	CLRF       R4+1
0x0655	0x01F6      	CLRF       R4+2
0x0656	0x01F7      	CLRF       R4+3
0x0657	0x085C      	MOVF       FLOC__Fahrenheit, 0
0x0658	0x00F0      	MOVWF      R0
0x0659	0x085D      	MOVF       FLOC__Fahrenheit+1, 0
0x065A	0x00F1      	MOVWF      R0+1
0x065B	0x085E      	MOVF       FLOC__Fahrenheit+2, 0
0x065C	0x00F2      	MOVWF      R0+2
0x065D	0x085F      	MOVF       FLOC__Fahrenheit+3, 0
0x065E	0x00F3      	MOVWF      R0+3
0x065F	0x2152      	CALL       _Div_32x32_U
0x0660	0x0870      	MOVF       R0, 0
0x0661	0x00E0      	MOVWF      FLOC__Fahrenheit+4
0x0662	0x0871      	MOVF       R0+1, 0
0x0663	0x00E1      	MOVWF      FLOC__Fahrenheit+5
0x0664	0x0872      	MOVF       R0+2, 0
0x0665	0x00E2      	MOVWF      FLOC__Fahrenheit+6
0x0666	0x0873      	MOVF       R0+3, 0
0x0667	0x00E3      	MOVWF      FLOC__Fahrenheit+7
0x0668	0x0860      	MOVF       FLOC__Fahrenheit+4, 0
0x0669	0x00D1      	MOVWF      _dezena
;MyProject.c,241 :: 		unidade = t_Fahrenheit % 10;
0x066A	0x300A      	MOVLW      10
0x066B	0x00F4      	MOVWF      R4
0x066C	0x01F5      	CLRF       R4+1
0x066D	0x01F6      	CLRF       R4+2
0x066E	0x01F7      	CLRF       R4+3
0x066F	0x085C      	MOVF       FLOC__Fahrenheit, 0
0x0670	0x00F0      	MOVWF      R0
0x0671	0x085D      	MOVF       FLOC__Fahrenheit+1, 0
0x0672	0x00F1      	MOVWF      R0+1
0x0673	0x085E      	MOVF       FLOC__Fahrenheit+2, 0
0x0674	0x00F2      	MOVWF      R0+2
0x0675	0x085F      	MOVF       FLOC__Fahrenheit+3, 0
0x0676	0x00F3      	MOVWF      R0+3
0x0677	0x2152      	CALL       _Div_32x32_U
0x0678	0x0878      	MOVF       R8, 0
0x0679	0x00F0      	MOVWF      R0
0x067A	0x0879      	MOVF       R8+1, 0
0x067B	0x00F1      	MOVWF      R0+1
0x067C	0x087A      	MOVF       R8+2, 0
0x067D	0x00F2      	MOVWF      R0+2
0x067E	0x087B      	MOVF       R8+3, 0
0x067F	0x00F3      	MOVWF      R0+3
0x0680	0x0870      	MOVF       R0, 0
0x0681	0x00D0      	MOVWF      _unidade
;MyProject.c,242 :: 		dec1 = (((store*vdd*factor)%ad_resolution)*10)/ad_resolution;
0x0682	0x30FF      	MOVLW      255
